author,title,comment,rate,vote,country,updated
Bahouicmoi,Appli ok mais des délais de livraison looonnng,"Pas de pb particulier, fluide et facile (sur iPhone 6s). Par contre il faut s'accrocher et s'armer de patience pour être livrés.",4,0,fr,2017-04-10T12:38:38-07:00
Meniina Sandra,Pfffff,"Application très longue à ouvrir frais de ports 6,50€ pour trop d'attente de recevoir son achat quel dommage. Je ne suis plus fan 👎🏻",2,0,fr,2017-04-10T12:35:28-07:00
Ben@58,Bien faite,Facile et pratique,4,0,fr,2017-04-10T12:23:15-07:00
mickmmm,Bugs,Bugs quand on fait défiler. Ça revient au début 😤,2,0,fr,2017-04-10T12:19:51-07:00
Yenyen95,Au top !,👍👍,5,0,fr,2017-04-10T12:13:53-07:00
Kamile40,Appli sympa,J'aime beaucoup l'appli même si son ouverture est assez longue et quelques bugs apparaissent... merci,3,0,fr,2017-04-10T12:12:44-07:00
Cosmopolitman,C'est lent...,"En 4G ou en wifi, même combat!!!! L'appli est tellement lourde en effets en tous genres qu'elle met de longues minutes à se charger... L'animation du début ne sert à rien, enlevez-la!!!! Toutes ces lenteurs sont tellement frustrantes et énervantes... Faites quelque chose, please",1,0,fr,2017-04-10T12:10:02-07:00
Clo-dine,Satisfaite,Application qui s'améliore et que j'apprécie toujours autant. Suggestion : pouvoir filtrer pour la taille avant d'ouvrir les offres et non pas pour chaque offre.,4,0,fr,2017-04-10T11:32:29-07:00
C quoi cette arnaque !!!!!,Service client pourri,Certes prix bas donc ça vaut le coup mais en même temps laisser tomber le Service client en cas de soucis .. à partir OUi OUi Et on va traiter .. mais rien ne se passe .... donc service client nul !,1,0,fr,2017-04-10T11:08:59-07:00
Kikoo19,Vente-privée,Très bien,4,0,fr,2017-04-10T11:01:57-07:00
Cookies18,"Un peu long à charger, mais sérieux","Longue à ouvrir, et quelques bugs, mais Vente Privée est une entreprise sérieuse, je l'utilise depuis très longtemps et de manière très régulière. Oui, il faut en principe attendre avant de recevoir, c'est le principe, mais les prix sont très bas et les marques de grande qualité. Pas possible d'obtenir moins cher la plupart du temps",4,0,fr,2017-04-10T10:59:11-07:00
Tennessee79,Parfait,"Rien à dire , elle est vraiment au top",4,0,fr,2017-04-10T10:54:08-07:00
lydiedou,Nouvelle version,"Fonctionne très bien. Mais : - Pas très lisible, trop d'information sur un petit écran surtout pour les affaires journalières - Pas adapté au gaucher, sa me ferme tout le temps les pages que je regarde lorsque je défile :(",2,0,fr,2017-04-10T10:32:52-07:00
Ichrichr,Bien,Un peu long pour recevoir sa commande mais sinon rien a dire!,4,0,fr,2017-04-10T10:27:28-07:00
Zaimeno,Quelques bugs...,"Le site est très  bien et l a toujours été, le service client l'est aussi.... rien à dire site sérieux! L appli par contre bug régulièrement surtout aux heures d ouverture des ventes mais je reçois toujours un mail d excuse de leur part, ce qui veut bien dire qu ils sont conscients du probleme!!! Cela ne m empêche en rien d acheter via l appli et plutôt très souvent....",4,0,fr,2017-04-10T10:27:53-07:00
Ellibousou,Nombreuses coupures,"Bonne appli quand elle marche. Très souvent, elle  se coupe pendant l'achat ou quand on veut zoomer. Quand je veux acheter, je la quitte souvent pour aller sur l'ordi,plus sûr .l'avantage de celle ci sur l'ordi.l'ordre des ventes, de la plus récente aux plus ancienne,c'est l'inverse à l'ordi ( et même plus indiqué) et c'est énervant.un défaut commun aux deux.il faut confirmer l'adresse de livraison avant de savoir la date. Idiot!",3,0,fr,2017-04-10T10:02:15-07:00
Savane 38,S,Très bien aucun problème,5,0,fr,2017-04-10T09:54:36-07:00
Thephiphi,Très très bien,"Ce site est vraiment très très bien. Diversité des produits, prix attrayant. Le seul petit (mais vraiment petit) bémol est le délai de livraison qui est parfois un peu long.",4,0,fr,2017-04-10T09:35:21-07:00
Jf'gv,Super,Super comme application,5,0,fr,2017-04-10T08:44:09-07:00
Lalaa311,Super appli,Très bonne appli malgré quelques bug,4,0,fr,2017-04-10T08:29:56-07:00
kenzo13,De la daube,De la daube,1,0,fr,2017-04-10T08:17:14-07:00
Kikoubalou,Vente privée,Je trouve que l'application a perdu de son attrait quand on commande il faut effectivement attendre minimum quinze jours trois semaines et en plus payer les frais de port Ça fait longtemps que j'utilise l'application mais je lui trouve moins d'envie que ce que je pouvais avoir avant ... mais Money vos marques je trouve qu'avant il y avait plus de choix..:,3,0,fr,2017-04-10T07:45:35-07:00
GASIZ,Efficace et simple,Une appli simple à utiliser,5,0,fr,2017-04-10T07:30:46-07:00
Chris 007 :),L'apps,C'est l'appli qu'il faut avoir !Elle est claire.Les produits que j'ai pu acheté correspondent à mes attentes.Vraiment super.,5,0,fr,2017-04-10T07:28:30-07:00
YohannSilereOmnia,Beaucoup de bugs...,Beaucoup de bugs...,3,0,fr,2017-04-10T07:23:14-07:00
Ly-araujo,Bonne appli...,A part un peu de lenteur lors de l'ouverture de l'appli et les frais de port qui restent assez élevés. Sinon les marques proposées sont bien!,3,0,fr,2017-04-10T07:14:11-07:00
chab67,Bonne application,On a pas mal de choix et les prix sont attractifs,5,0,fr,2017-04-10T06:26:54-07:00
Morgan64110,Horrible !!!!,"L'appli beug sans arrêt, les frais de port son exorbitant et les délais de livraison de plus de 30 jours, vivement la revolution chez eux !!!",1,0,fr,2017-04-10T06:18:19-07:00
Marbre 953,Bon,Application rapide ! Les ventes sont visibles en un clin d œil ! Frais de livraison élevés !!,4,0,fr,2017-04-10T06:02:57-07:00
Lololololo0111111543,Bof,Très bon site mais niveau livraison ils abusent a mort et c'est relou sachant que le coût de livraison est cher.,3,0,fr,2017-04-10T05:32:12-07:00
Cathchoup,Pas terrible,Beaucoup de bugs. Souvent indisponible. Et les produits des grandes marques connues sont indisponibles en moins d'une minute. Cela devient nul.,2,0,fr,2017-04-10T05:23:44-07:00
Cerebrus82,Bien mais peut mieux faire,"Points positifs :•bcp de marques•renouvellement des ventes quotidiennes•photos conforme à l'envoi Points négatifs :•frais d'expédition très élevés•délais de livraison long / au prix des frais d'expédition • le guide des tailles des vêtements est générique et non pas propre à chaque fabricant, du coup on se retrouve avec des vêtements qui ne vont pas•la politique de retour est inexistante sur l'application, elle est compliquée à trouver sur le site. Et elle coûte cher.",2,0,fr,2017-04-10T05:02:03-07:00
C tof,Aucun soucis,Appli qui fonctionne nickel sur i phone 6+Délais de livraison toujours respectés et produit conforme jusqu'à maintenant,4,0,fr,2017-04-10T04:57:07-07:00
Elowie,Notation,"Application correcte , petit temps d'attente de quelques secondes pour que tout se charge. Je n'ai encore jamais rencontrer de problème  jusqu'à présent et cela fait un an que je possède l'application. Cependant , je confirme un propos ,je déplore les frais de port qui peuvent s'élever jusqu'à 6€ presque 7€ de frais de port. Autrement, je n'ai encore jamais eu de soucis sur les colis toujours en bon état, et aucune surprise jusqu'à présent , cela fait plus de 2 ans que je suis sur VP.",4,0,fr,2017-04-10T04:47:36-07:00
Coucou64,"L'application bien, le concept bcp moins","L'application marche bien, il bouge moins, pasContre.. le concept ca dois changer, tu achète un article à 6€ ( moite prix) mais tu paie 6€ l'envoi! Quelle intérêt si on finit pour payer le même prix,On plus elle n'arrive jamais chez moi, donc encore quelle intérêt de payer 6,5€ l'envoi quand je dois aller le chercher toujours au bureau de poste..",2,0,fr,2017-04-10T04:29:07-07:00
Ju080613,Super,Super!,5,0,fr,2017-04-10T04:25:19-07:00
Ladymillion93,Top,Top,5,0,fr,2017-04-10T04:14:01-07:00
nane 1811,très bonne application,"Très pratique, fluide, ludique  aucun beug.",5,0,fr,2017-04-10T04:11:29-07:00
Le moure,Appli qui me va bien,"Pas de soucis particulier,les délais de livraison sont indiqués lorsque l'on commande il suffit de bien lire les détails.",5,0,fr,2017-04-10T03:48:39-07:00
LFVRQ,Des améliorations visibles mais encore trop de problème,Les frais de ports sont beaucoup trop élevés pour des produits reçus 1 mois après. L'application rencontre énormément de problème de bug. Et pour moi qui n'est pas d'ordi devoir obligatoirement me conncecter à un pc pour effectuer un retour c'est gênant. Mis à part ça on constate quand même une évolution dans le fonctionnement de l'appli et ça c'est pas mal.,3,0,fr,2017-04-10T03:39:54-07:00
Norimaane,Satisfaite,Bonne application,4,0,fr,2017-04-10T03:34:55-07:00
Emeraudescend,Peu mieux faire,Vente-privee niveau livraison vous faites fort... Payée presque 7 euros les frais s'envoie et on le revoit en moyenne 26jours après ! Vous exagérez. L'application bugg beaucoup c'est fort dommage. J'espère qu'il y aura des améliorations pour pourvoir profiter des offres.,3,0,fr,2017-04-10T03:30:39-07:00
Lola1878&,Bien sans plus,Les filtres ne sont pas suffisamment précis.,2,0,fr,2017-04-10T03:29:33-07:00
Nath2170,Satisfaction,Application intéressante et agréable,4,0,fr,2017-04-10T03:19:32-07:00
Vivi97121,Appli,Bonne appli,4,0,fr,2017-04-10T03:18:08-07:00
Étoilea,Pas mal,Pratique ;),3,0,fr,2017-04-10T03:15:14-07:00
Glinkoa,Peut vraiment s'améliorer...,L'appli en elle même est top mais trop de détails viennent obscurcir celle-ci ... Premièrement lorsqu'on défilé vers le bas l'appli remonte toute seule vers le haut! Il est donc compliqué de voir tous les articles dispo! Ensuite les frais de port sont vraiment trop élevé et me refreinnent très souvent à acheter des articles.. dommage Sinon le paiement via PayPal est top!,2,0,fr,2017-04-10T03:15:18-07:00
Chichouuu,Vente privée est un site super pour faire des affaires !!,"Vente privée est un site où il y'a de nombreuses marques ainsi que de nombreux choix à des prix très intéressant, bien mieux qu'en magasin. Les articles sont neufs et correspondent parfaitement à la photo ainsi qu'au descriptif. Le paiement est sécurisé. Les articles sont livrés en tant respecté que ce soit chez vous ou chez un commerçant ce qui est pratique. Le seul hic c'est la livraison qui est un peu cher 6,50. Les retours se font sont problème ce qui est pareil pour les remboursements.",5,0,fr,2017-04-10T03:11:51-07:00
Pokoyo68,Cool,Simple clair et rapide !!!,4,0,fr,2017-04-10T03:00:15-07:00
Madinelyon,Super,Super appliPratique,5,0,fr,2017-04-10T02:46:48-07:00
Minitwi,TROP DE BUGS,"Bien que l'appli soit efficace, depuis sa MAJ les bugs sont trop importants à en perdre patience...! L'accueil met trop de temps à se charger, pour sélectionner une vente idem, pour sélectionner une catégorie alors là je suis chanceuse. Mais une fois ouverte, tous les produits apparaissent comme ""épuisés"" alors il faut que je recommence la manœuvre... bref il faut revoir tout cela :/",3,0,fr,2017-04-10T02:42:59-07:00
chochot,Ok,Très bon site,5,0,fr,2017-04-10T02:32:58-07:00
Aure09,Un peu lente à l'ouverture depuis quelques temps,Apres tout est ok . Manque une proposition de port gratuit,4,0,fr,2017-04-10T02:15:31-07:00
Bilal lion,"Trop de bugs, mauvaise appli !!!!",Nul,1,0,fr,2017-04-10T02:07:59-07:00
Leilaspinto,J@dore,Super apli...,5,0,fr,2017-04-10T02:06:45-07:00
Jeflille,Très bon site,Les affaires sont très intéressantes. J'ai déjà commandé à de nombreuses reprises depuis 2005 et je ne peux dire que du bien sur le service. Site très professionnel.,4,0,fr,2017-04-10T02:02:32-07:00
Oucho,Très lent,"L'application met trop de temps à charger, ne se charge pas en arrière plan et souvent il faut faire un arrêt/relance car un message de maintenance apparaît. Bug quand on arrive à la fin d'une liste d'articles. Sinon très jolie design.",2,0,fr,2017-04-10T01:51:34-07:00
