author,comment,rate,date
Olivier BRUNET,L'application rencontre des problèmes de mise à jour au niveau des ventes.Des produits ne sont plus dispo mais apparaissent comme l'étant encore en fonction de la passe où l'ont regarde.Bug à reproduire et à corriger pour les développeurs,3,1511737200000
kiki A qui,"Impossible de visiter obligation  de s'inscrire, une fois avoir donner son adresse email on reçoit un tas de notification sans compter qu'une fois désinstaller un com. Envahissant reste en permanence dans le fichier Android du dossier Data, de l'espionnage à notre insu. Via le module d'extension service Google !...",1,1511996400000
Maëlys Lebrun,Je ne commanderai plus la moitié des produits sont épuisés dès le lancement de la vente et les temps de livraison sont tous sauf respecter !!! J'attends mon colis qui devait être livré entre les 7 et 10 novembre et il n'est toujours pas arriver à la poste qui est à 50 mètres de chez moi mais je payais le double de frais de port si je faisais livrer à mon domicile ! Dès que mon colis arrive je désinstalle j'espère au moins que vu le temps que je met à le recevoir il y aura tout ce que j'ai demander et à la bonne taille....,1,1510614000000
Dominique LOISEL,"Application qui plante à la commande, débité 2 fois le 19 novembre, après 4 mails (sans réponse) et 2 appels téléphoniques il faut que j'écrive par la poste (oui oui une lettre) car l'erreur vient de moi. Une commande, 2 règlements mais c'est de ma faute et il faut que je me justifie. J'en suis à plus de 15 jours avec toujours aucun produit et une commande que je ne peux même pas annuler (alors qu'elle n'est pas partie). Donc en résumé un super service client, une comptabilité au top comme le service informatique chez vente privée. Avant j'avais déjà des petits reproches à faire, mais on reconnaît une société sérieuse quand il y a un problème : derrière commande pour moi.",1,1512428400000
celine l.,"Des frais de port raisonnables, enfin !! Merci ! Appli toujours agréable mais gros bug sur les Monday Mood : on ne peut pas distinguer les produits disponibles des produits épuisés :/",4,1512342000000
,"Je vue un forfait mobile free. De 100 G pour pour 0,99centime",5,1512601200000
Océane Paolillo,Sa fonctionne ps du tout,1,1512169200000
,Impossible de se connecter.,2,1511737200000
G DRAI,Délais de livraison interminable. Comptez environ un mois!! Inadmissible pour du e-commerce,1,1510786800000
apicella patrick,nickel chrome!,5,1511478000000
kamal zeghouani,Impossible de me connecter avec la dernière version alors que sur le web j'ai aucun problème de connexion. Même après désinstallation de apps sur mon note 8.,2,1511737200000
Jennifer Legardien,Appli qui ne fonctionne pas me dit que je ne suis pas connecté au réseaux lol je suis en  4G et identifiant incorrecte alors qu'ils sont bon,2,1511046000000
,Bonne application.,5,1512082800000
doudou091274,Applis qui Bugue de plus en plus et je suis un bon client du site..... dommage,3,1510527600000
Adriano goa,"Beaucoup de ventes en alimentaire obligé d'acheter par quantité énormes (vente pâtes Rummo obligé d'acheter une  quantité de 16 paquets par article, c est de la folie sauf etre une famille se 10 personnes !!!) Frais de port trop chers ,  du coup je ne commande quasiment plus,  prenez L exemple de showroom privé avec des frais de port de moins de 2.95 euros pour une livraison en relais.",3,1510700400000
Celia Lapeyre,Bcp de ventes ne s'ouvrent pas!!!,1,1511218800000
,Il s'est passé quoi aujourd'hui ?  Je sens que le hack en cours !,2,1511046000000
luss BL,L'appli ne fonctionne pas,1,1510873200000
franck perrin,Pour le moment fonctionne,1,1511737200000
lo matra,Identifiant incorrect sur l'App alors que sur pc cela fonctionne....,1,1512428400000
,"Application aussi lente que le site, me demande de me connecter au réseau alors que j'ai la 4G au maximum.",1,1510959600000
Pierre-Albert Carlier,L app ne fonctionne plud,1,1512946800000
,"Pour tout ceux qui n'arrivent pas à se connecter, vider votre cache de l'application et après plus de problème 😉",5,1511132400000
Michel JURIE,1ere référence en tant que site marchand.  Dommage que les économies réalisées  ne soient jamais constatées.,4,1510614000000
Julie Cocco,Top!,4,1510700400000
sofiane louiba,Ne respecte pas les CGV. Une arnaque,1,1511305200000
Christel Rousere,Très bon site,5,1510527600000
Tadès KALIFA,A l'air pas mal et intéressant dans l'ensemble,5,1512601200000
Simon Antoine,Application buguée de partout. Impossible de mettre à jour mon adresse par exemple... Tampis on passera sur le site internet.,2,1512428400000
,Je  ne  trouvé  pas  l offre  que je  cherche,3,1512428400000
Alain .H.,"Impossible de se connecter, identifiants non reconnus,",1,1512428400000
,Je viens juste d'arriver!😋,4,1512255600000
Mohamed ko,Trop lourd trop lente bref sert à rien,1,1512255600000
KATY OLEICZAK,Impossible de pouvoir se connecter depuis plusieurs jours.,1,1511823600000
Michel Bellingeri,Dommage que l'on ne puisse plus voir le contenu des commandes une fois validée ou en cours de préparation.,3,1511823600000
Ismail yamaha,👌👌👌👌,3,1512169200000
JumpUp C Li Mm,Grosse bouz cette appli,1,1512082800000
kouadria nassima,Bon résultat  satisfait,5,1511996400000
fab voyenet,Ça fait une semaine que ça tourne dans le vide - mais que font les informatiçiens ????,2,1511391600000
florence hazebrouck,Application défaillante 😒,1,1511046000000
Ines naïl,Impossible de se connecter,1,1510354800000
Kylee The Sadist,Super application de chargement infini,1,1510354800000
Romu Erd,Nul,1,1510527600000
martine jacquart,Avantages financiers,4,1511305200000
,Pas compatible carte SD 😟réactivité bonne 😃 affaires plus rare que trouver une truffe😟,2,1511132400000
Adel Khelkhal,Une catastrophe...,1,1516921200000
Hélène Chasseuil,"Suite à réparation de mon téléphone, changement de façade, j'ai dû réinstaller l' appli. Depuis, installation ok, identification ok, mais quand il s'agit de l'utiliser... elle s'ouvre puis le papillon se bloque après 2-3 mouvements et message que l' appli ne répond pas, et ce en 4G ou Wifi. Grrrrr. Merci de m'aider à solutionner le pb",2,1510182000000
,Malhonnêtes  colis jamais reçu  apres plusieurs  mails et appelé  je nest jamais reçu  de remboursement  et ne reponde plus une grosse arnaque,1,1516316400000
Omar Yakoubi,"J'ai pas eu de problème, ,j'ai mes colis à temps",5,1517007600000
James Lockers,"Impossible de faite confiance à ce commerçant, les prix de référence sont souvent farfelus et les frais de port élevés, il faut donc comparer, ce que j'aurais aimé m'éviter car time consulting, dommage",3,1508709600000
Iris p,Bonne apli,4,1511218800000
,Livraison long,5,1513897200000
Benjamin Miguel,"L'icône à toujours un petit ""1"" comme si il y avait une notification, impossible à supprimer.",1,1508364000000
,Nul,1,1510527600000
Stéphane Pouzioux,La mise à jour fait planter mon téléphone,1,1511305200000
Antoine Bontemps,Merdique,1,1512169200000
Olympe solene,Un plaisir de faire des achats,5,1510095600000
cecile taieb,s ouvre très mal,1,1508882400000
Blacky Snaky,C'est quoi cette histoire de lieu géographique maintenant? Pour avoir les offres globales faut mettre quoi comme ville? Copiez-vous groupon? Ms qui a eu cette fausse bonne idee? -_-',2,1509404400000
Christophe CALVIAC,Délais de livraison bcp trop long il y a d'autre sites bcp plus performant . Frais de port trop cher aucun intérêts pour gagner quelques euros,2,1510095600000
Miss Chinoire,"Nul nul nul ! Commande payée, colis détérioré au départ  ( jamais reçu par la Poste ). Une semaine se passe sans nouvelle. J'appelle le service client  ( un 08 ) : "" notre service a un pb informatique"" ( ben voyons !). Je rappelle ( 10 min d'attente ) pour m'entendre dire qu'un conseiller me rappelle en milieu de semaine prochaine pour faire le point... Ça sent l'arnaque à plein nez et le commentaires que je vois ne me rassure pas. Je déconseille vivement. Service nul ! C'est lorsqu'on rencontre une difficulté qu'on se rend compte de la qualité d'un service. Celui-ci est nul !",1,1510959600000
Djam Bene,L'application bug de plus en plus impossible d'effectuer des achats sereinement des produits épuiser alors que il sont disponible sur aplicatio. On y comprend rien les concepeteurs ne sont pas à l'écoute à chaque fois les.mise à jours sont défaillante ilya quelque années tout marche bien. maintenant j'a bcp de mépris pas d'écoute du client et trip de bug ke déconseille,1,1508709600000
micka bdl,"La pire application du play store, ils nous harcèlent de notification tous les jours !! Pitoyable allez vous pendre",1,1512082800000
Philippe Alexandre,"Très beau site de détrousseur, le seul avantage c'est que dès fois les produits sont originaux... il faut tout vérifier, les dates de livraison sont à rallonge... il faut pas être pressé. M à J : la situation se dégrade les délais de livraison passe au mois d'attente, je déconseille fortement. Encore 2 colis en attente et je me désabonne. Très déçu par vente privée.",1,1508882400000
Romu Erd,Nul,1,1510527600000
Christelle Maccagno,Ne fonctionne plus. J'ai uniquement un message indiquant que l'appli est indisponible.,1,1511478000000
Florian BURY,Impossible de se reconnecter depuis la dernière mise à jour!!!,2,1508536800000
,Doux,4,1510527600000
Buzz morrocan dream,Geniale mais avec plus de réduction sa serais geniale,5,1508536800000
titof perros,Impossible de se connecté,1,1509490800000
Frédéric Arnodo,Commande faite attendu 1 mois pour me dire qu'il n'est plus disponible,1,1508968800000
Jessica E.M.,"MAJ: je change ma note 1 mois plus tard toujours pas d'accès  via l'application  et même  sur Internet    Octobre: Dommage que je sois, depuis quelques temps, systématiquement déconnectée via mon application et impossible de se reconnecter. Je pense que ce n'est pas le but... ce serait bien de pouvoir fixer ce problème.",2,1510182000000
Toto diabolo,"Appli bug,les delais de livraison de pire en pire,désolé mais showroom sa marche mieux et c est plus rapide",1,1509577200000
,J'adore 😅😍😍,5,1510527600000
Guillaume Oudar,"Pas vraiment de très bonnes affaires, vérifiez bien sur le net avant d'acheter... Les rose deals restent intéressants toutefois...",2,1508882400000
brice durand,"Annulation des commandes un mois après pour erreur logistique, escroquerie oui !",1,1508364000000
Dominique MITRE,"Comment dire ... l' appli ne fonctionne pas, mais le site non plus à vrai dire ... 😀 ... si c'est pour galérer pour accéder aux ventes qu'en plus on attend 1 à 2 mois pour recevoir sa commande ... où est l'intérêt ?",1,1509404400000
Nicolas Vidy,Dernière version bug.inadaptee aux smartphone. Pas intuitive. Belle régression !,1,1509404400000
Steffy Ripoche,Le site super mais il est difficile de trouver des bonnes marques,4,1508882400000
Mathieu Humbert,La dernière maj rend la connexion impossible ! Identifiant incorrecte,4,1508709600000
Maëlle Parlant-Pinet,Le travail de développeur est au top 🔝,5,1509141600000
rayen kanou,♡♡♡♡♡,5,1508882400000
Mand P.,Depuis quelques jours l'application ne fonctionne plus. C'est vraiment dommage,2,1509490800000
Sébastien Leroy,L'appli ne fonctionne plus depuis la mise à jour,1,1509404400000
Julien Flouzat,Accès impossible..,1,1509663600000
Océane Huberson,"L'évolution du site ne fait que le dégrader. Ventes récurrentes, frais de ports trois fois plus élevés que les concurrents et prix de basse affiché gonflé pour faire croire à de meilleures réductions",4,1506463200000
Mickaël Pelykh,"J'ai effectué une commande le 16novembre qui devait arriver maximum moitié décembre, on est le 29 janvier, j'envoie des mails en demandant de voir qu'est-ce qui se passe ou un remboursement et on me réponds même pas! Le service c'est du foutage de gueule !!!! Application inutile !!!!!",1,1517180400000
,J'adore,5,1510182000000
,"Impossible de s'identifier par l'appli. Alors que par le site Web, tout va bien....",1,1508104800000
Corinne,"Je suis de plus en plus déçue... vente privée, showroom c'est du pareil au même.  Expedition retardée d'un mois et pas une seule petite compensation. J'arrive à trouver certains produits moins chers sur un autre site. Je laisse tomber cette appli 😠",4,1506463200000
